0.305066	-0.273576	1.000000
0.566228	-0.710713	-1.000000
0.919701	-0.073987	-1.000000
0.173574	0.893552	-1.000000
-0.325875	-0.063317	1.000000
-0.163364	-0.071654	1.000000
-0.786501	-0.478952	-1.000000
-0.070041	-0.248694	1.000000
-0.557711	-0.336486	-1.000000
0.042652	0.563363	-1.000000
0.305678	-0.112509	1.000000
-0.187460	0.001564	1.000000
0.032907	0.190225	1.000000
0.036680	-0.160210	1.000000
0.945243	0.100952	-1.000000
0.073708	-0.075390	1.000000
-0.129500	0.162605	1.000000
-0.090299	0.653701	-1.000000
-0.281661	0.405002	1.000000
0.008177	0.009085	1.000000
-0.545112	0.200733	-1.000000
0.538006	0.437600	-1.000000
-0.744684	0.436631	-1.000000
0.371943	-0.596082	-1.000000
-0.226290	-0.027504	1.000000
0.053526	0.065418	1.000000
-0.957693	0.196810	-1.000000
-0.380449	-0.589615	-1.000000
-0.653970	-0.111315	-1.000000
-0.176909	0.075644	1.000000
0.051917	-0.218158	1.000000
0.391683	-0.359287	-1.000000
0.061158	0.732161	-1.000000
-0.956277	-0.149666	-1.000000
-0.581536	0.190044	-1.000000
0.096039	-0.672497	-1.000000
-0.331764	0.022280	1.000000
0.199167	-0.196343	1.000000
0.236852	0.250540	1.000000
-0.116482	-0.038876	1.000000
0.346650	0.168746	1.000000
-0.089848	-0.657440	-1.000000
0.077259	-0.021524	1.000000
-0.034225	0.999267	-1.000000
-0.654241	0.297133	-1.000000
0.250559	-0.391041	1.000000
0.074885	-0.077068	1.000000
0.378909	-0.397121	-1.000000
0.192948	0.443385	1.000000
-0.222671	0.293031	1.000000
0.033576	0.011393	1.000000
0.066919	0.031095	1.000000
0.302101	0.275299	1.000000
0.086629	-0.257244	1.000000
0.174051	0.532858	-1.000000
-0.039864	0.022441	1.000000
0.196132	-0.547579	-1.000000
0.449710	0.664827	-1.000000
-0.086082	-0.614946	-1.000000
0.123452	0.124992	1.000000
-0.011983	0.032213	1.000000
0.087458	-0.092370	1.000000
-0.161612	0.137005	1.000000
-0.226387	0.534861	-1.000000
0.068581	0.000268	1.000000
0.161763	-0.181077	1.000000
-0.265987	0.391590	1.000000
-0.069919	0.985532	-1.000000
-0.614755	0.587763	-1.000000
0.006194	0.442106	1.000000
0.106707	0.268181	1.000000
-0.009040	0.245714	1.000000
-0.523377	-0.365183	-1.000000
0.001287	0.979194	-1.000000
0.158713	-0.172884	1.000000
-0.050422	0.317164	1.000000
-0.677033	-0.540221	-1.000000
0.295225	-0.016693	1.000000
-0.121456	-0.449186	1.000000
-0.103606	0.693531	-1.000000
-0.052304	0.165344	1.000000
0.430248	0.145852	1.000000
-0.008398	0.015344	1.000000
-0.243397	0.289004	1.000000
0.419025	0.722879	-1.000000
-0.311245	-0.583155	-1.000000
-0.043071	-0.081796	1.000000
0.034376	0.041267	1.000000
-0.001163	-0.422727	1.000000
-0.005787	-0.162626	1.000000
0.110021	0.016587	1.000000
-0.340518	-0.105204	1.000000
0.586108	0.108990	-1.000000
-0.108640	0.074740	1.000000
0.652568	0.376655	-1.000000
0.511116	0.087449	-1.000000
0.006875	0.404236	1.000000
-0.378861	-0.674699	-1.000000
-0.189669	-0.409891	1.000000
-0.355272	-0.154296	1.000000
